SlNo.,merchant_name,direction,lane,tag_id,vehicle_regn_number,txn_amount,initiated_time,inn_rr_time_sec,vehicle_class_code,vehicle_comvehicle,geocode,merchant_sub_type,city,state
12411,Tumkur Road (P7) Toll,S,P7X4,TCJMX,BPNUB,285,00-01-1900 18:12,99,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
12452,Tumkur Road (P7) Toll,S,P7X1,PJXOX,ITYVQ,405,00-01-1900 15:04,7231,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
12496,Tumkur Road (P7) Toll,S,P7X3,HUBDK,NVZCS,180,00-01-1900 08:59,198,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
12559,Tumkur Road (P7) Toll,S,P7X2,MMYQV,IPSAE,285,00-01-1900 14:17,10389,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
12606,Tumkur Road (P7) Toll,S,P7X7,FEEAS,PERKD,180,00-01-1900 16:29,1738,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
12647,Tumkur Road (P7) Toll,S,P7X2,HPKAE,EUFEU,520,00-01-1900 16:44,1120,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
12657,Tumkur Road (P7) Toll,S,P7X2,SQXJY,ZFYXL,115,00-01-1900 17:15,99718,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
12677,Tumkur Road (P7) Toll,S,P7X4,KZRDQ,BDRRK,115,00-01-1900 17:07,266,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
12680,Tumkur Road (P7) Toll,S,P7X3,IMBKK,NOBEM,550,00-01-1900 16:38,1410,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
12712,Tumkur Road (P7) Toll,S,P7X2,DSNOS,UOCOC,1650,00-01-1900 07:15,202,VC13,T,"13.042389,77.475278",State,Bengaluru,Karnataka
12734,Tumkur Road (P7) Toll,S,P7X2,RLJHM,IQDEV,115,00-01-1900 22:10,77,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
12838,Tumkur Road (P7) Toll,S,P7X1,MVHMA,XSRVA,285,00-01-1900 20:07,106,VC4,T,"13.042389,77.475278",State,Bengaluru,Karnataka
12899,Tumkur Road (P7) Toll,S,P7X3,DLHDD,SUXJO,225,00-01-1900 22:28,93,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
13036,Tumkur Road (P7) Toll,S,P7X3,PHBLG,MRUHZ,225,00-01-1900 07:04,153,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
13049,Tumkur Road (P7) Toll,S,P7X2,TWRNV,KVYDP,285,00-01-1900 21:28,91,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
13130,Tumkur Road (P7) Toll,S,P7X7,KLACN,CXSPA,50,00-01-1900 07:10,143358,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
13179,Tumkur Road (P7) Toll,S,P7X2,BXRUX,IQORP,1650,00-01-1900 15:02,7494,VC13,T,"13.042389,77.475278",State,Bengaluru,Karnataka
14897,Tumkur Road (P7) Toll,S,P7X2,THZQP,VEJNX,115,00-01-1900 21:30,132,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
14930,Tumkur Road (P7) Toll,S,P7X1,PGRXY,GAFWH,115,00-01-1900 16:29,1777,VC4,T,"13.042389,77.475278",State,Bengaluru,Karnataka
14954,Tumkur Road (P7) Toll,S,P7X1,APRFM,ACNMO,285,00-01-1900 16:50,882,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
14990,Tumkur Road (P7) Toll,S,P7X3,AZGKE,UKQJD,115,00-01-1900 16:29,1757,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
14998,Tumkur Road (P7) Toll,S,P7X4,DKWBF,MNFNO,50,00-01-1900 16:32,1730,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15029,Tumkur Road (P7) Toll,S,P7X3,XUCNM,DTDVN,440,00-01-1900 10:15,143,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15055,Tumkur Road (P7) Toll,S,P7X2,LMSGW,YIMXH,215,00-01-1900 10:00,152,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15147,Tumkur Road (P7) Toll,S,P7X4,UIPQZ,JHEYA,305,00-01-1900 19:46,134,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15181,Tumkur Road (P7) Toll,S,P7X3,IGAWR,RFOQV,425,00-01-1900 14:59,7594,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15217,Tumkur Road (P7) Toll,S,P7X4,UMXUB,AFLTZ,200,00-01-1900 15:42,4603,VC12,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15276,Tumkur Road (P7) Toll,S,P7X7,DVFBW,YWCWE,50,00-01-1900 17:45,86615,VC4,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15316,Tumkur Road (P7) Toll,S,P7X2,RMIKM,ZJTTQ,305,00-01-1900 21:49,191,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15482,Tumkur Road (P7) Toll,S,P7X2,HHPDN,ZRZVQ,145,00-01-1900 17:29,246,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15574,Tumkur Road (P7) Toll,S,P7X2,TZCSR,ZQUVQ,405,00-01-1900 05:06,141,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15653,Tumkur Road (P7) Toll,S,P7X1,MPAGP,IWGJV,285,00-01-1900 13:49,72374,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15657,Tumkur Road (P7) Toll,S,P7X3,VUQAQ,ZTJMG,50,00-01-1900 14:52,8035,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15669,Tumkur Road (P7) Toll,S,P7X3,LAICN,FEMPL,225,00-01-1900 11:03,272,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15713,Tumkur Road (P7) Toll,S,P7X3,MRVOX,YCFZN,115,00-01-1900 14:24,10006,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15746,Tumkur Road (P7) Toll,S,P7X3,DSYHG,PFQQU,1100,00-01-1900 17:11,96964,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
15794,Tumkur Road (P7) Toll,S,P7X7,GEZYE,DGHSW,180,00-01-1900 16:48,1019,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
15990,Tumkur Road (P7) Toll,S,P7X7,FMEIR,UXXWV,50,00-01-1900 07:35,171778,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16022,Tumkur Road (P7) Toll,S,P7X1,VUZZQ,HRXUN,225,00-01-1900 08:08,225,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16086,Tumkur Road (P7) Toll,S,P7X4,NWSIB,OWRYV,180,00-01-1900 10:04,151,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16191,Tumkur Road (P7) Toll,S,P7X2,JWTIT,BNHUG,94,00-01-1900 06:34,187189,VC10,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16273,Tumkur Road (P7) Toll,S,P7X2,TESDD,GJYNX,460,00-01-1900 10:45,248,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16349,Tumkur Road (P7) Toll,S,P7X4,EJDAB,ZRXEJ,115,00-01-1900 16:33,1623,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16354,Tumkur Road (P7) Toll,S,P7X3,QUQVB,VZKMC,115,00-01-1900 17:02,121240,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16361,Tumkur Road (P7) Toll,S,P7X2,XYYFZ,ZUJTI,225,00-01-1900 04:31,87,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16482,Tumkur Road (P7) Toll,S,P7X4,QYYXH,YRXTY,285,00-01-1900 15:20,6695,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16501,Tumkur Road (P7) Toll,S,P7X2,NDGLJ,GAHRT,50,00-01-1900 10:19,146,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16518,Tumkur Road (P7) Toll,S,P7X7,OILIX,RBMXK,305,00-01-1900 16:30,1733,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16522,Tumkur Road (P7) Toll,S,P7X3,WLTLH,BIGSK,480,00-01-1900 22:16,77,VC7,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16536,Tumkur Road (P7) Toll,S,P7X1,IVFAR,GIFMU,217,00-01-1900 10:43,229,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16577,Tumkur Road (P7) Toll,S,P7X2,AGPNP,YMBCO,225,00-01-1900 07:06,83,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16610,Tumkur Road (P7) Toll,S,P7X2,XCQYE,QGZCK,305,00-01-1900 01:12,145,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16679,Tumkur Road (P7) Toll,S,P7X4,ZRWAI,WWPPX,285,00-01-1900 21:49,142,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16680,Tumkur Road (P7) Toll,S,P7X3,YYKVC,JCLZB,180,00-01-1900 09:56,204,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16769,Tumkur Road (P7) Toll,S,P7X3,WNCDR,LEXWY,285,00-01-1900 02:25,198,VC20,F,"13.042389,77.475278",State,Bengaluru,Karnataka
16929,Tumkur Road (P7) Toll,S,P7X1,RQYQB,VJWST,460,00-01-1900 13:49,9856,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
16979,Tumkur Road (P7) Toll,S,P7X2,ONCHI,NGWSG,115,00-01-1900 19:34,134,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17050,Tumkur Road (P7) Toll,S,P7X3,AOUIG,JONLR,115,00-01-1900 17:46,84,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17052,Tumkur Road (P7) Toll,S,P7X3,ZGXLW,RGTZN,1100,00-01-1900 20:44,161,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17102,Tumkur Road (P7) Toll,S,P7X2,RLWKR,EEREY,425,00-01-1900 08:14,183,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17131,Tumkur Road (P7) Toll,S,P7X2,HIHYD,TEZDY,1100,00-01-1900 14:53,7819,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17212,Tumkur Road (P7) Toll,S,P7X3,KDAEY,AWDQZ,217,00-01-1900 17:50,168,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17244,Tumkur Road (P7) Toll,S,P7X4,VNVWD,GFBSE,115,00-01-1900 18:26,155,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17272,Tumkur Road (P7) Toll,S,P7X2,QZIAQ,JFOHK,115,00-01-1900 16:18,2293,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17318,Tumkur Road (P7) Toll,S,P7X2,OIFNW,TPEBV,1650,00-01-1900 21:32,173,VC13,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17367,Tumkur Road (P7) Toll,S,P7X1,FPEFI,IZDIV,225,00-01-1900 16:40,1356,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17416,Tumkur Road (P7) Toll,S,P7X4,ZIRZL,ACVBD,240,00-01-1900 00:36,74,VC9,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17435,Tumkur Road (P7) Toll,S,P7X7,CJAUG,APSCJ,1900,00-01-1900 09:18,49707,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17444,Tumkur Road (P7) Toll,S,P7X1,FMMWV,EIDGD,285,00-01-1900 10:08,245,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17445,Tumkur Road (P7) Toll,S,P7X2,MFXPU,XWNMR,115,00-01-1900 16:52,820,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17453,Tumkur Road (P7) Toll,S,P7X3,GSLCF,LHTGK,94,00-01-1900 07:44,138633,VC7,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17466,Tumkur Road (P7) Toll,S,P7X3,RLITW,LVZFD,550,00-01-1900 07:04,78,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
17552,Tumkur Road (P7) Toll,S,P7X4,UPGSR,ZUGEY,115,00-01-1900 14:53,7746,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17567,Tumkur Road (P7) Toll,S,P7X3,QKZGG,UVUEY,50,00-01-1900 17:19,107931,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
17637,Tumkur Road (P7) Toll,S,P7X4,GSXAG,ZWJPX,285,00-01-1900 14:24,10389,VC4,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18147,Tumkur Road (P7) Toll,S,P7X7,SKFXQ,UIYQK,115,00-01-1900 16:52,862,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18225,Tumkur Road (P7) Toll,S,P7X1,KOJSJ,SHMAF,215,00-01-1900 16:10,2753,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18290,Tumkur Road (P7) Toll,S,P7X4,TBCSL,IVEMG,195,00-01-1900 17:34,104254,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18378,Tumkur Road (P7) Toll,S,P7X4,FZGTU,MTDBI,115,00-01-1900 19:16,76,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18394,Tumkur Road (P7) Toll,S,P7X3,TLBQL,FYFEO,115,00-01-1900 17:13,168,VC4,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18434,Tumkur Road (P7) Toll,S,P7X2,BEAKB,TQIGF,180,00-01-1900 17:18,133,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18489,Tumkur Road (P7) Toll,S,P7X7,DOLEA,UIREQ,50,00-01-1900 16:51,873,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18494,Tumkur Road (P7) Toll,S,P7X1,YKZHG,FIXGO,387,00-01-1900 22:38,86,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18527,Tumkur Road (P7) Toll,N,P01,MCMXJ,NYGTO,105,00-01-1900 01:22,148437,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18532,Tumkur Road (P7) Toll,S,P7X7,XQPXD,MYAOM,770,00-01-1900 08:37,142719,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18553,Tumkur Road (P7) Toll,S,P7X4,HEWEN,FVXJN,180,00-01-1900 17:13,209,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18559,Tumkur Road (P7) Toll,S,P7X3,VAKBJ,GLRNF,305,00-01-1900 17:29,115755,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18707,Tumkur Road (P7) Toll,S,P7X4,ZRAGW,LLLAO,1100,00-01-1900 08:44,116,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
18722,Tumkur Road (P7) Toll,S,P7X2,FXCAY,BPOWD,180,00-01-1900 19:37,158,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18767,Tumkur Road (P7) Toll,S,P7X2,MYADJ,KSVDD,50,00-01-1900 05:42,99,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18795,Tumkur Road (P7) Toll,S,P7X2,CHNJC,FDLFG,180,00-01-1900 14:34,9429,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18834,Tumkur Road (P7) Toll,S,P7X3,DRFCB,TLZKE,50,00-01-1900 08:25,118309,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
18962,Tumkur Road (P7) Toll,S,P7X1,ZYOPX,XOZQD,115,00-01-1900 08:32,2632,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19003,Tumkur Road (P7) Toll,S,P7X7,FZNDW,BIBLN,285,00-01-1900 15:33,5294,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19006,Tumkur Road (P7) Toll,S,P7X4,TUJTB,GQTUN,115,00-01-1900 09:11,162,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19024,Tumkur Road (P7) Toll,S,P7X3,LGOZD,EXCUI,1100,00-01-1900 09:19,259,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
19085,Tumkur Road (P7) Toll,S,P7X3,SKWKD,YFGQW,520,00-01-1900 00:49,127,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
19134,Tumkur Road (P7) Toll,S,P7X3,JCJKG,SDMIK,225,00-01-1900 09:46,117,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19140,Tumkur Road (P7) Toll,S,P7X3,JJGCJ,UFIOU,520,00-01-1900 15:38,4615,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
19268,Tumkur Road (P7) Toll,S,P7X1,MUTPR,MRWLY,285,00-01-1900 15:02,7309,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19272,Tumkur Road (P7) Toll,S,P7X2,ZTTCL,ASAHK,305,00-01-1900 07:04,181,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
19313,Tumkur Road (P7) Toll,S,P7X4,NXCIT,JLKTD,50,00-01-1900 07:30,164753,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19317,Tumkur Road (P7) Toll,S,P7X2,DQDBT,JBWER,145,00-01-1900 08:09,177,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19325,Tumkur Road (P7) Toll,S,P7X2,ZXLKO,LVLMS,1100,00-01-1900 04:29,117,VC12,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19330,Tumkur Road (P7) Toll,S,P7X2,NRINT,KDFSJ,100,00-01-1900 17:35,114314,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
19846,Tumkur Road (P7) Toll,S,P7X3,DJFZS,HQZBX,285,00-01-1900 06:33,216,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
19913,Tumkur Road (P7) Toll,S,P7X1,XOUUW,TIWXV,50,00-01-1900 15:44,99155,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20119,Tumkur Road (P7) Toll,S,P7X2,ZOMCN,LLFVR,1100,00-01-1900 01:14,116,VC12,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20177,Tumkur Road (P7) Toll,S,P7X4,MMQKF,OIWNB,1100,00-01-1900 14:09,10443,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
20354,Tumkur Road (P7) Toll,S,P7X7,HLFQE,UWZBR,285,00-01-1900 14:52,8295,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20490,Tumkur Road (P7) Toll,S,P7X4,ZZXMH,XKDZV,115,00-01-1900 17:45,129363,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20533,Tumkur Road (P7) Toll,S,P7X2,FKZLY,LXSYP,180,00-01-1900 07:50,137,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20542,Tumkur Road (P7) Toll,S,P7X7,YPXAA,VVDKF,60,00-01-1900 07:42,163362,VC20,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20607,Tumkur Road (P7) Toll,S,P7X3,OUKBW,VKUDN,50,00-01-1900 14:38,9311,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20636,Tumkur Road (P7) Toll,S,P7X3,JHQIH,XDOWC,285,00-01-1900 16:19,2192,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20684,Tumkur Road (P7) Toll,S,P7X3,CTKOE,VDTHM,305,00-01-1900 02:06,132,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
20687,Tumkur Road (P7) Toll,S,P7X4,BIYSB,BCLEI,285,00-01-1900 14:28,9992,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20893,Tumkur Road (P7) Toll,S,P7X3,WGFBU,QNPUI,550,00-01-1900 14:08,10621,VC11,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20897,Tumkur Road (P7) Toll,S,P7X2,HOJPA,PTRUP,225,00-01-1900 09:25,135,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20934,Tumkur Road (P7) Toll,S,P7X2,NRXCJ,HDJGS,50,00-01-1900 15:58,3610,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
20975,Tumkur Road (P7) Toll,S,P7X7,HAFPI,ROQJL,115,00-01-1900 17:14,120,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
20992,Tumkur Road (P7) Toll,S,P7X1,CSPEN,TAOQU,285,00-01-1900 17:00,518,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
20999,Tumkur Road (P7) Toll,S,P7X3,ZYKOW,GEQHX,317,00-01-1900 07:56,122254,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
21034,Tumkur Road (P7) Toll,S,P7X4,CXLNW,TMGGY,145,00-01-1900 15:02,7382,VC4,T,"13.042389,77.475278",State,Bengaluru,Karnataka
21045,Tumkur Road (P7) Toll,S,P7X4,HZCKZ,VLQON,180,00-01-1900 17:11,143,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
21071,Tumkur Road (P7) Toll,S,P7X2,FNLCW,RYSFJ,285,00-01-1900 16:54,752,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
21080,Tumkur Road (P7) Toll,S,P7X2,UMANV,GBNDM,285,00-01-1900 06:37,101592,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
21122,Tumkur Road (P7) Toll,S,P7X4,ZGYTA,YAQKU,840,00-01-1900 17:20,89246,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
21148,Tumkur Road (P7) Toll,S,P7X2,OWEDB,XFXGO,285,00-01-1900 07:02,102,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
21161,Tumkur Road (P7) Toll,S,P7X3,UFIQK,JILSF,285,00-01-1900 16:57,560,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
21183,Tumkur Road (P7) Toll,S,P7X4,XHHVY,CJGAK,50,00-01-1900 07:42,171739,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22189,Tumkur Road (P7) Toll,S,P7X1,WBKHM,UGTUP,285,00-01-1900 09:13,216,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22194,Tumkur Road (P7) Toll,S,P7X4,VQKKD,JOJSF,115,00-01-1900 16:33,1688,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22220,Tumkur Road (P7) Toll,S,P7X1,ZDWQL,TLLNL,115,00-01-1900 14:09,79562,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22273,Tumkur Road (P7) Toll,S,P7X3,EICII,LPQJI,240,00-01-1900 17:35,113,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
22412,Tumkur Road (P7) Toll,S,P7X7,IBXRM,JBZHX,115,00-01-1900 17:32,130139,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22425,Tumkur Road (P7) Toll,S,P7X2,AKGHJ,NNUND,225,00-01-1900 08:21,138,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22459,Tumkur Road (P7) Toll,S,P7X7,BJHVA,AHCHT,180,00-01-1900 15:22,6602,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22481,Tumkur Road (P7) Toll,S,P7X2,NZTNK,DHWRV,550,00-01-1900 21:36,102,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
22601,Tumkur Road (P7) Toll,S,P7X3,ITJSS,LBQNC,285,00-01-1900 17:26,185,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
22611,Tumkur Road (P7) Toll,S,P7X3,EUERN,WMCAK,215,00-01-1900 09:34,259,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22642,Tumkur Road (P7) Toll,S,P7X7,WQKMD,QBPOQ,215,00-01-1900 17:39,96048,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22715,Tumkur Road (P7) Toll,S,P7X2,VMAWK,SLZGV,520,00-01-1900 20:10,123,VC10,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22768,Tumkur Road (P7) Toll,S,P7X3,ILOWN,XFSNW,285,00-01-1900 07:06,131964,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22808,Tumkur Road (P7) Toll,S,P7X3,UPJVM,SLOXQ,145,00-01-1900 07:33,163,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
22839,Tumkur Road (P7) Toll,S,P7X1,WBBAQ,IEVMR,50,00-01-1900 09:19,168,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
23108,Tumkur Road (P7) Toll,S,P7X1,NLKUI,NCRFR,285,00-01-1900 16:44,70780,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
23127,Tumkur Road (P7) Toll,S,P7X4,ONYGT,HQBFK,1100,00-01-1900 02:37,208,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
23140,Tumkur Road (P7) Toll,S,P7X3,MQGFB,DRORE,320,00-01-1900 08:30,5400,VC8,F,"13.042389,77.475278",State,Bengaluru,Karnataka
23190,Tumkur Road (P7) Toll,S,P7X3,VYZJY,EZFAG,215,00-01-1900 06:17,139,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
23213,Tumkur Road (P7) Toll,S,P7X2,TUXUY,NYHIQ,100,00-01-1900 05:16,77,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
23241,Tumkur Road (P7) Toll,S,P7X1,OVOWV,DMQZX,125,00-01-1900 16:48,1028,VC5,T,"13.042389,77.475278",State,Bengaluru,Karnataka
23257,Tumkur Road (P7) Toll,S,P7X2,CPMYG,UYFVG,50,00-01-1900 08:36,602,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
23390,Tumkur Road (P7) Toll,S,P7X2,IUVTL,ECVNV,225,00-01-1900 10:26,172,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
24129,Tumkur Road (P7) Toll,S,P7X3,VPMIL,YUHAM,217,00-01-1900 18:22,146,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
24274,Tumkur Road (P7) Toll,S,P7X2,BZCDM,XGMYH,550,00-01-1900 18:30,142,VC11,T,"13.042389,77.475278",State,Bengaluru,Karnataka
24341,Tumkur Road (P7) Toll,S,P7X1,FWMHS,FUVAL,285,00-01-1900 17:30,229,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
24383,Tumkur Road (P7) Toll,S,P7X1,GKIXU,WCCER,50,00-01-1900 09:44,194,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
24431,Tumkur Road (P7) Toll,S,P7X4,MZBAD,XVFYG,180,00-01-1900 06:50,178652,VC20,T,"13.042389,77.475278",State,Bengaluru,Karnataka
24475,Tumkur Road (P7) Toll,S,P7X1,LXOQC,PHSAG,285,00-01-1900 15:53,3769,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
24476,Tumkur Road (P7) Toll,S,P7X1,OSZKV,GDJTZ,285,00-01-1900 14:52,8282,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
24519,Tumkur Road (P7) Toll,S,P7X2,IJFQZ,BVGGA,460,00-01-1900 21:46,131,VC12,T,"13.042389,77.475278",State,Bengaluru,Karnataka
24628,Tumkur Road (P7) Toll,S,P7X2,ZKJMV,UUEUD,520,00-01-1900 00:12,119,VC10,T,"13.042389,77.475278",State,Bengaluru,Karnataka
24764,Tumkur Road (P7) Toll,S,P7X1,OORVR,WBJHR,180,00-01-1900 17:32,168,VC4,F,"13.042389,77.475278",State,Bengaluru,Karnataka
